player_id,madden_id,season,overallrating,position_group,agility,acceleration,speed,stamina,strength,toughness,injury,awareness,jumping,trucking,throwpower,throwaccuracyshort,throwaccuracymid,throwaccuracydeep,playaction,throwonrun,carrying,ballcarriervision,stiffarm,spinmove,jukemove,catching,shortrouterunning,midrouterunning,deeprouterunning,spectacularcatch,catchintraffic,release,runblocking,passblocking,impactblocking,mancoverage,zonecoverage,tackle,hitpower,press,pursuit,kickaccuracy,kickpower,return
00-0022164,KYLEBOLLER_QUARTERBACK,2004,80,quarterback,65.0,68.0,69,,,,,73,,,92.0,80.0,80.0,80.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,
00-0018272,ANTHONYWRIGHT_QUARTERBACK,2004,79,quarterback,68.0,71.0,65,,,,,73,,,90.0,80.0,80.0,80.0,,,47.0,,,,,,,,,,,,,,,,,,,,,,,
00-0015700,KORDELLSTEWART_QUARTERBACK,2004,70,quarterback,73.0,77.0,76,,,,,60,,,85.0,74.0,74.0,74.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022800,JOSHHARRIS_QUARTERBACK,2004,63,quarterback,69.0,70.0,68,,,,,49,,,85.0,73.0,73.0,73.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,
00-0009311,JONKITNA_QUARTERBACK,2004,85,quarterback,64.0,55.0,51,,,,,83,,,92.0,88.0,88.0,88.0,,,33.0,,,,,,,,,,,,,,,,,,,,,,,
00-0021429,CARSONPALMER_QUARTERBACK,2004,82,quarterback,60.0,58.0,58,,,,,72,,,93.0,88.0,88.0,88.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022829,CASEYBRAMLET_QUARTERBACK,2004,61,quarterback,50.0,55.0,48,,,,,50,,,85.0,80.0,80.0,80.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,
00-0010261,TOMMYMADDOX_QUARTERBACK,2004,84,quarterback,49.0,55.0,49,,,,,87,,,90.0,89.0,89.0,89.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022924,BENROETHLISBERGER_QUARTERBACK,2004,79,quarterback,65.0,70.0,68,,,,,63,,,92.0,85.0,85.0,85.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,
00-0000865,CHARLIEBATCH_QUARTERBACK,2004,77,quarterback,50.0,46.0,45,,,,,82,,,85.0,85.0,85.0,85.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,
00-0005755,JEFFGARCIA_QUARTERBACK,2004,88,quarterback,67.0,65.0,67,,,,,88,,,85.0,91.0,91.0,91.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,
00-0007576,KELLYHOLCOMB_QUARTERBACK,2004,78,quarterback,56.0,53.0,52,,,,,76,,,87.0,87.0,87.0,87.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022864,LUKEMCCOWN_QUARTERBACK,2004,66,quarterback,57.0,63.0,63,,,,,60,,,88.0,72.0,72.0,72.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,
00-0019596,TOMBRADY_QUARTERBACK,2004,95,quarterback,60.0,60.0,57,,,,,95,,,91.0,96.0,96.0,96.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,
00-0021238,ROHANDAVEY_QUARTERBACK,2004,73,quarterback,61.0,70.0,61,,,,,62,,,91.0,79.0,79.0,79.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022027,KLIFFKINGSBURY_QUARTERBACK,2004,66,quarterback,55.0,65.0,55,,,,,58,,,85.0,79.0,79.0,79.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,
00-0019559,CHADPENNINGTON_QUARTERBACK,2004,90,quarterback,62.0,52.0,55,,,,,90,,,86.0,96.0,96.0,96.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,
00-0020511,RICKYRAY_QUARTERBACK,2004,69,quarterback,57.0,63.0,57,,,,,60,,,82.0,84.0,84.0,84.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022026,BROOKSBOLLINGER_QUARTERBACK,2004,66,quarterback,65.0,66.0,65,,,,,52,,,81.0,82.0,82.0,82.0,,,64.0,,,,,,,,,,,,,,,,,,,,,,,
00-0010346,PEYTONMANNING_QUARTERBACK,2004,97,quarterback,59.0,53.0,49,,,,,98,,,96.0,97.0,97.0,97.0,,,57.0,,,,,,,,,,,,,,,,,,,,,,,
00-0014384,CORYSAUTER_QUARTERBACK,2004,67,quarterback,53.0,49.0,51,,,,,69,,,83.0,79.0,79.0,79.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022744,JIMSORGI_QUARTERBACK,2004,61,quarterback,60.0,61.0,58,,,,,52,,,81.0,77.0,77.0,77.0,,,43.0,,,,,,,,,,,,,,,,,,,,,,,
00-0011024,STEVEMCNAIR_QUARTERBACK,2004,96,quarterback,73.0,73.0,74,,,,,89,,,94.0,90.0,90.0,90.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,
00-0019041,BILLYVOLEK_QUARTERBACK,2004,77,quarterback,58.0,59.0,55,,,,,74,,,87.0,86.0,86.0,86.0,,,39.0,,,,,,,,,,,,,,,,,,,,,,,
00-0021759,JASONGESSER_QUARTERBACK,2004,59,quarterback,46.0,49.0,50,,,,,54,,,76.0,82.0,82.0,82.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,,
00-0022177,BYRONLEFTWICH_QUARTERBACK,2004,84,quarterback,54.0,56.0,52,,,,,78,,,96.0,87.0,87.0,87.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
00-0021231,DAVIDGARRARD_QUARTERBACK,2004,73,quarterback,69.0,70.0,70,,,,,67,,,86.0,76.0,76.0,76.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,,
